feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label
0.26550773,0.18440104,0.58564514,0.41023868,0.7430229,0.9067746,0.29565156,0.6499004,0.4227222,0.042738993,0.0
0.6154327,0.36370257,0.013726045,0.47228,0.091668904,0.62816966,0.52649635,0.50034875,0.9368792,0.88042736,1.0
0.71393394,0.5775407,0.2523693,0.008162768,0.11963474,0.32029423,0.19672784,0.5700038,0.53494984,0.38979146,0.0
0.8005445,0.7311571,0.68788284,0.50267524,0.04344523,0.42802772,0.49918184,0.4478476,0.004474627,0.65242887,0.0
0.25739276,0.044658825,0.50346863,0.92054737,0.029440284,0.013741593,0.5877481,0.5429862,0.01570635,0.103068754,0.0
0.83639467,0.45263845,0.124387264,0.15592049,0.6114227,0.328666,0.025705231,0.6360185,0.032352924,0.11027995,1.0
0.15876825,0.14327791,0.76156294,0.09344546,0.14864159,0.44701558,0.14008369,0.746936,0.48774585,0.8796434,0.0
0.038115874,0.8551984,0.15381095,0.92563474,0.3260411,0.510783,0.023694076,0.7291389,0.21377128,0.91661674,0.0
0.66178703,0.28361914,0.2609086,0.17047921,0.8018705,0.43847674,0.27694562,0.9528195,0.80224085,0.586303,0.0
0.80244863,0.12012675,0.6721638,0.32415158,0.687509,0.9616571,0.78035957,0.56555885,0.7455332,0.46833166,0.0
0.27994516,0.04063404,0.67720306,0.14259143,0.45934796,0.66675454,0.891294,0.6093636,0.21772468,0.47405565,1.0
0.66762006,0.19531752,0.7321718,0.7638242,0.52252936,0.85880125,0.22473983,0.5377375,0.8941642,0.7041515,1.0
0.80687433,0.22209302,0.5727806,0.3240427,0.6589164,0.52260965,0.6254888,0.61767,0.73643583,0.7988823,1.0
0.06187777,0.94837683,0.4064449,0.17009701,0.92198014,0.7839914,0.4203538,0.5999145,0.22619726,0.4131303,0.0
0.40093997,0.7540404,0.431723,0.7548713,0.7900794,0.38561985,0.44006333,0.520716,0.003510696,0.195055,0.0
0.84713715,0.7609403,0.07715158,0.63489765,0.020735353,0.53420365,0.16148163,0.8534523,0.61481524,0.06398226,0.0
0.6412539,0.8921982,0.7337064,0.11520231,0.66509324,0.6107027,0.6313519,0.79516214,0.30441913,0.35546854,1.0
0.20181614,0.4571761,0.40984336,0.08410184,0.24260652,0.119927585,0.5545084,0.18726653,0.3256022,0.8170533,0.0
0.5718492,0.5195833,0.94436276,0.4373514,0.88364106,0.577854,0.4053355,0.34607208,0.903378,0.56524533,1.0
0.25171357,0.51946884,0.2497709,0.2406689,0.12914135,0.68930924,0.7810436,0.32361197,0.40929666,0.7930681,1.0
0.0163032,0.33283097,0.3075944,0.54345167,0.89486927,0.040516738,0.84277135,0.55712783,0.5876669,0.9569656,0.0
0.12828311,0.27664357,0.23005182,0.46883994,0.5798299,0.72786295,0.053039208,0.42612943,0.9242743,0.46259278,0.0
0.8176227,0.111979805,0.28968167,0.73539686,0.6213542,0.44315267,0.668914,0.7709683,0.8975087,0.44035512,0.0
0.6426097,0.38146028,0.9270499,0.48068368,0.410523,0.93947124,0.001961282,0.33197108,0.8382056,0.45144835,1.0
0.34838638,0.5878164,0.4046758,0.32950363,0.2659733,0.31304547,0.92416203,0.9596729,0.098830596,0.7354139,1.0
0.6577627,0.6309687,0.032843344,0.27345392,0.74610287,0.49580684,0.023888346,0.52651554,0.8478049,0.87842023,1.0
0.89862597,0.52733237,0.46696758,0.24434462,0.8660776,0.7998572,0.86357486,0.22594497,0.09790293,0.6984451,1.0
0.9131512,0.91657674,0.52863145,0.6421052,0.11208119,0.27528778,0.53775096,0.8807689,0.48413974,0.59270823,1.0
0.055536434,0.96465397,0.49242723,0.16027042,0.33897096,0.51330733,0.13851431,0.19664682,0.9158969,0.8725526,0.0
0.12230211,0.2789979,0.63558435,0.25975364,0.0020838787,0.70121455,0.19307858,0.32495555,0.28393644,0.1523692,0.0
0.1356851,0.1449135,0.9674917,0.72685087,0.9400754,0.57153994,0.33100876,0.16392685,0.4833563,0.49339852,0.0
0.7774698,0.52843946,0.19485034,0.8141907,0.14791602,0.52891403,0.042469196,0.36918095,0.67187315,0.1387085,1.0
0.52488,0.53883916,0.9093551,0.4666294,0.07835089,0.1459373,0.27560863,0.798954,0.25510833,0.6094293,0.0
0.07838169,0.20214541,0.61914283,0.09813876,0.7155426,0.4491002,0.27957526,0.87390023,0.67315817,0.06418438,1.0
0.67019767,0.19837923,0.92025894,0.15373199,0.61668956,0.2424065,0.9421665,0.32446718,0.58963656,0.12950937,0.0
0.47937205,0.6088363,0.77069616,0.5570675,0.70359886,0.8590815,0.29855675,0.34016693,0.02957385,0.5542618,1.0
0.9715309,0.7361027,0.99258554,0.45435208,0.7474736,0.16120827,0.42200646,0.6436139,0.45031205,0.029722184,0.0
0.31684262,0.67606777,0.39519373,0.44840494,0.8561792,0.26939082,0.61593163,0.84577054,0.8071506,0.23872367,1.0
0.05108977,0.27682778,0.1764034,0.027710749,0.30436164,0.5208114,0.650319,0.37789524,0.20428292,0.569306,0.0
0.7523663,0.6949517,0.85698456,0.26386702,0.50300986,0.4884374,0.3215826,0.686421,0.1342342,0.80514914,1.0
0.036619175,0.38817984,0.60732037,0.4243641,0.65569216,0.038800616,0.8671605,0.077657126,0.2877463,0.2933689,0.0
0.011813637,0.09402388,0.85188395,0.77581483,0.7379935,0.6892962,0.07453009,0.29865745,0.0065732775,0.06052102,1.0
0.037887596,0.198934,0.05628355,0.016883785,0.24491473,0.79885393,0.056311004,0.9845492,0.65758324,0.8668209,0.0
0.660701,0.77687377,0.30077887,0.2573247,0.66442496,0.56315434,0.5056633,0.17725524,0.23064852,0.5497251,0.0
0.40991804,0.9625123,0.55282235,0.43171167,0.95059884,0.09161385,0.27178198,0.34639445,0.85350263,0.76641196,0.0
0.30471417,0.87256336,0.06255666,0.49346694,0.65468425,0.31219432,0.06917107,0.2571603,0.48377177,0.31810635,1.0
0.41567186,0.09312462,0.014273544,0.87761265,0.078111745,0.29282457,0.6640454,0.8445044,0.32126275,0.6520685,0.0
0.47213128,0.051013034,0.408363,0.029848052,0.9641903,0.7621838,0.33929232,0.23474044,0.40032718,0.31616446,1.0
0.37079442,0.9187144,0.40452513,0.74139947,0.15681303,0.5336811,0.49373397,0.59123194,0.6798875,0.86101943,0.0
0.22996725,0.3815341,0.05718279,0.6241813,0.9347599,0.3961971,0.9717511,0.59787524,0.21124671,0.52952904,0.0
0.6400455,0.6662728,0.6380418,0.18961397,0.20831059,0.24146305,0.7329939,0.4993545,0.6712556,0.79936343,1.0
0.5640695,0.47114104,0.40251508,0.53626287,0.14957848,0.7864455,0.91275924,0.81236506,0.82189554,0.82940143,0.0
0.17564912,0.9958127,0.6571858,0.42092708,0.88802385,0.58235127,0.9936245,0.7520737,0.3675107,0.74256223,0.0
0.73011,0.31299078,0.88417524,0.14076492,0.3652735,0.6362742,0.47913912,0.6781559,0.9973537,0.077996634,1.0
0.75896883,0.81742454,0.28220144,0.25515604,0.4413576,0.39385676,0.50781906,0.2115842,0.49380046,0.8127524,1.0
0.88288337,0.66676223,0.28813046,0.8732451,0.4212279,0.23180719,0.13459732,0.96166885,0.08797915,0.5297605,1.0
0.20217727,0.8682804,0.19452669,0.73647976,0.16511597,0.93811226,0.663325,0.41512087,0.9624825,0.52405083,0.0
0.38407373,0.1624755,0.7210893,0.59633297,0.22289285,0.24996184,0.22038212,0.49584186,0.047289312,0.28924748,1.0
0.73662394,0.6212299,0.8185961,0.74482495,0.021277338,0.5695691,0.43841672,0.36130005,0.9923816,0.65696335,0.0
0.25107008,0.53286606,0.095231935,0.7452733,0.34765175,0.16888337,0.16242146,0.015228866,0.77788025,0.72869986,0.0
0.48502588,0.30596477,0.39161167,0.8840885,0.12129977,0.02956474,0.21572445,0.5206856,0.007682918,0.104264736,0.0
0.697864,0.44806287,0.948639,0.91076654,0.2764579,0.37771592,0.9181717,0.5792576,0.36972192,0.8004067,1.0
0.9245041,0.6734931,0.23090358,0.81926054,0.42052615,0.69804657,0.4863536,0.9408649,0.06837524,0.1557967,0.0
0.19456826,0.22100051,0.23542762,0.15285021,0.6929175,0.21815574,0.23545349,0.19738826,0.3986872,0.95859313,1.0
0.36678022,0.29762417,0.06859959,0.35252753,0.23219605,0.76292735,0.1116283,0.14368105,0.2785103,0.28802684,0.0
0.84630495,0.79128367,0.57863563,0.28858867,0.31887835,0.5922183,0.73986655,0.38409805,0.509562,0.88803315,1.0
0.6497909,0.5355501,0.07122246,0.17601521,0.20099159,0.6231483,0.10811275,0.02899487,0.36035055,0.7188592,1.0
0.69324934,0.79267037,0.69624823,0.6132856,0.4861621,0.20849831,0.5685481,0.63662475,0.123743325,0.56514734,0.0
0.09774871,0.5470768,0.15891889,0.11901355,0.11310006,0.9110253,0.5980873,0.25015873,0.07144888,0.5361814,1.0
0.14480297,0.7784029,0.49610966,0.7264489,0.3957266,0.7023227,0.68461436,0.5614162,0.84573966,0.5824736,1.0
0.5781104,0.3079831,0.9315063,0.51713955,0.39171466,0.5416423,0.14524214,0.26512524,0.30668187,0.5151588,0.0
0.6955108,0.28720245,0.135766,0.55921817,0.85464984,0.41823208,0.47577292,0.2892085,0.80883414,0.12066495,0.0
0.17108871,0.9999566,0.68221575,0.54805243,0.79510796,0.99688244,0.19087428,0.79139304,0.34216207,0.7312327,1.0
0.7076597,0.99833006,0.111872055,0.0021253948,0.74778444,0.5687769,0.6908741,0.753525,0.49350655,0.3565345,0.0
0.7703759,0.38012993,0.62219226,0.89340603,0.15839148,0.00890616,0.2567566,0.79747194,0.5668256,0.94616085,1.0
0.5478741,0.26578137,0.7658853,0.6575504,0.82068336,0.6679985,0.451949,0.27708268,0.055600464,0.30793625,1.0
0.04625848,0.43002707,0.22579992,0.7036476,0.22017853,0.081431836,0.8387973,0.06003286,0.75095844,0.9294253,1.0
0.10712912,0.55966794,0.4517267,0.79871005,0.62348,0.27827343,0.0014690062,0.48286772,0.8941089,0.90536314,0.0
0.12529698,0.86067694,0.034431286,0.092349276,0.9662208,0.38696742,0.0707839,0.47045535,0.04613702,0.016370155,0.0
0.56175023,0.21120621,0.6219126,0.33469927,0.13247703,0.9844019,0.24994141,0.061977144,0.2788366,0.25170004,1.0
0.29964632,0.35567424,0.8051652,0.059784435,0.35453266,0.10374554,0.9821966,0.14397173,0.47903493,0.48004344,0.0
0.78117824,0.27214587,0.73777384,0.026338559,0.9271504,0.09895565,0.4808295,0.17342971,0.36861676,0.6420205,0.0
0.14247218,0.2891085,0.67918235,0.84454453,0.5928978,0.5229847,0.109609015,0.14654046,0.9581914,0.00262486,0.0
0.4844187,0.7563425,0.20996302,0.4595637,0.49306118,0.26039717,0.8787513,0.9251562,0.74933684,0.008636592,0.0
0.62892556,0.23211187,0.26718464,0.18380396,0.5724114,0.44671866,0.1935641,0.9326409,0.23922315,0.7787389,0.0
0.0246909,0.18348011,0.8188661,0.53642654,0.64610755,0.4288984,0.43563214,0.12540402,0.17099264,0.91899705,1.0
0.4576321,0.47245508,0.66633075,0.014126955,0.53269416,0.88533556,0.4173045,0.41260368,0.45331025,0.85510206,0.0
0.6100011,0.74735093,0.71815014,0.05085975,0.97669965,0.70620817,0.5801253,0.04517658,0.91808116,0.4695568,1.0
0.91119236,0.41840693,0.577305,0.89371794,0.46083093,0.17953141,0.42506492,0.38162664,0.7308631,0.84073365,0.0
0.011332262,0.49481514,0.26726705,0.16443269,0.6657057,0.83554566,0.54440576,0.19379416,0.7512853,0.5213327,1.0
0.80463815,0.9647228,0.41935098,0.3190021,0.28207952,0.69098645,0.9718774,0.28581896,0.46227822,0.5763309,1.0
0.9539236,0.24714516,0.96163297,0.5240261,0.72838694,0.7813409,0.16460922,0.9747446,0.9761206,0.86617005,1.0
0.8433548,0.3262644,0.85206646,0.88832796,0.26652646,0.17065622,0.75697875,0.5777353,0.1078632,0.3995056,1.0
0.33199996,0.6606908,0.42040515,0.6486763,0.79938805,0.70707256,0.61753535,0.90646774,0.24778175,0.5075565,0.0
0.7561117,0.2240344,0.21169364,0.68427306,0.7806392,0.8863648,0.44831368,0.7162961,0.17094955,0.31475925,0.0
0.6321208,0.14788355,0.9556824,0.12785748,0.77676415,0.31861386,0.73290527,0.4047577,0.74762887,0.90033835,1.0
0.59614336,0.16392806,0.9510694,0.5324856,0.23942739,0.4084273,0.7210925,0.9353004,0.9065863,0.14028929,0.0
0.8717896,0.59016716,0.40967947,0.46436703,0.7946117,0.8447751,0.6578969,0.058461294,0.8084637,0.025744215,1.0
0.38776815,0.44416744,0.5061067,0.2559534,0.4190662,0.78729844,0.2712664,0.8132508,0.012575851,0.14279887,1.0
0.92530066,0.47039992,0.05079764,0.61044323,0.45600703,0.08858767,0.3479625,0.6144261,0.62770855,0.88690305,1.0
0.4925061,0.104737796,0.11355311,0.4168033,0.18532114,0.9209538,0.21207824,0.37636974,0.5123819,0.33040223,0.0
0.66459626,0.60525554,0.9393677,0.83195907,0.60296166,0.44671172,0.6147747,0.623066,0.2695776,0.17801759,1.0
0.51900756,0.30726314,0.38523045,0.0016636237,0.681678,0.05801546,0.7354715,0.20795986,0.1647649,0.60055625,0.0
0.98347294,0.42206958,0.8693191,0.061840877,0.50866824,0.68176585,0.37538922,0.12946953,0.015406446,0.38674232,0.0
0.7427385,0.9905517,0.46307263,0.29491717,0.34666684,0.09193108,0.45011324,0.6271286,0.6235774,0.012769028,0.0
0.63373196,0.6656864,0.50202453,0.9448793,0.25804475,0.8519159,0.17422156,0.26195517,0.20489877,0.8853195,1.0
0.7935257,0.45048377,0.37802306,0.012901289,0.7019396,0.9649381,0.77851933,0.23307663,0.26450202,0.42280287,1.0
0.40773168,0.23233768,0.7916178,0.7860857,0.70647085,0.0049606017,0.9173783,0.3375581,0.028818754,0.63741904,0.0
0.7375993,0.670961,0.39091626,0.861166,0.35650852,0.53825825,0.92175657,0.7278953,0.09466832,0.77713865,0.0
0.90169096,0.8253883,0.47676528,0.8251478,0.07562909,0.25422662,0.8668669,0.04138781,0.39805403,0.8604699,0.0
0.44585478,0.08462077,0.45911252,0.73221594,0.31639197,0.9065309,0.9407964,0.16776559,0.09338644,0.29935682,0.0
0.46904266,0.15701407,0.24156831,0.93329877,0.71488005,0.597946,0.7079557,0.002725869,0.14552137,0.6917502,0.0
0.7149685,0.8529729,0.58555025,0.55725,0.39763772,0.8165561,0.85202307,0.45159295,0.37559286,0.050405093,0.0
0.7920766,0.6730571,0.43920198,0.5046854,0.89605224,0.8776741,0.17908351,0.8490095,0.5097389,0.10611795,1.0
0.3114837,0.68694574,0.8934339,0.10834973,0.6096532,0.6781289,0.27617702,0.7566406,0.10332832,0.2396769,1.0
0.0004909638,0.50273794,0.26343596,0.078067474,0.8808814,0.19866498,0.5673198,0.27146542,0.59749955,0.65429664,1.0
0.7255913,0.2957261,0.047255117,0.8572717,0.9692938,0.88622475,0.08261005,0.7851362,0.48600346,0.6321213,0.0
0.61171526,0.5350313,0.6750779,0.61632144,0.57684076,0.14282453,0.8649374,0.7534954,0.9643692,0.791743,0.0
0.58252126,0.91716754,0.6542627,0.3101297,0.17550342,0.6043078,0.7361741,0.8241621,0.28528795,0.9020001,0.0
0.5779713,0.72309303,0.8081328,0.931282,0.28999034,0.3924666,0.8999673,0.8344761,0.39913625,0.46733826,0.0
0.71714765,0.061249647,0.36731863,0.2062302,0.5187952,0.7721024,0.12992486,0.98673445,0.4671117,0.7730167,0.0
0.35241634,0.48813677,0.96486425,0.69026214,0.02565322,0.23198213,0.25926074,0.95890695,0.7695687,0.6786306,0.0
0.06965074,0.80381453,0.18167326,0.14878048,0.86884993,0.005037144,0.06327988,0.919406,0.25155544,0.77433825,1.0
0.6571732,0.112232365,0.7949289,0.20739098,0.6954266,0.38085335,0.54475987,0.94620645,0.2591799,0.30109945,0.0
0.2925254,0.3700227,0.57662344,0.8002512,0.8931135,0.061188884,0.65009654,0.5924046,0.60093904,0.7933333,0.0
0.93785626,0.74825615,0.1716247,0.9546512,0.865206,0.29965544,0.12225234,0.8059906,0.9763518,0.12748711,0.0
0.6513593,0.009836888,0.03549291,0.78518224,0.8155836,0.34934616,0.44796038,0.7794772,0.85770464,0.27610072,1.0
0.78428787,0.20087805,0.44734225,0.7188972,0.6857984,0.50228906,0.6698734,0.050532892,0.28826725,0.21627297,1.0
0.08179308,0.20768914,0.8600301,0.8962794,0.53310627,0.48439515,0.4631677,0.959045,0.94081867,0.21648791,0.0
0.09499175,0.05438317,0.35766336,0.41754285,0.24767575,0.9202251,0.83715403,0.7444631,0.4838964,0.88649577,1.0
0.94518733,0.887672,0.26136124,0.86422735,0.3503671,0.123268224,0.7436224,0.80888456,0.98678076,0.48095748,0.0
0.25102255,0.06539152,0.41318357,0.57742864,0.49649808,0.16278765,0.37154546,0.91790646,0.45929387,0.5122234,1.0
0.4719116,0.38471526,0.06062709,0.22918451,0.49999782,0.58443284,0.47813797,0.36389276,0.8034975,0.6947656,1.0
0.94542015,0.027735567,0.7440795,0.061375868,0.29097944,0.917102,0.7753553,0.66201913,0.39969647,0.04982755,1.0
0.2602528,0.48086882,0.4227784,0.4581325,0.030310929,0.6330741,0.45096558,0.016788717,0.93921334,0.19770043,1.0
0.1695896,0.75509405,0.34866315,0.61154836,0.005966141,0.4314339,0.02483401,0.20956185,0.1947174,0.97092676,0.0
0.30241308,0.8392514,0.42075658,0.86212933,0.66278726,0.0070924247,0.11160023,0.031345006,0.09044506,0.22031407,0.0
0.78558266,0.7336806,0.24471356,0.39042294,0.85948795,0.07232116,0.56481576,0.11502806,0.99405473,0.44164616,0.0
0.9152713,0.15298271,0.9903062,0.059303932,0.05892232,0.8232371,0.77659225,0.24793679,0.24684592,0.4726551,0.0
0.94360256,0.6258865,0.83252966,0.8671034,0.1344494,0.57880855,0.9869408,0.095645264,0.44354644,0.7648533,1.0
0.98957705,0.11971611,0.4044393,0.75296056,0.5940799,0.87865305,0.10214669,0.54251254,0.6091939,0.81426454,0.0
0.84562254,0.47416505,0.6043249,0.007852729,0.68902904,0.015446074,0.64708835,0.50589603,0.9540597,0.16307402,1.0
0.38377672,0.85729754,0.51409537,0.8146243,0.5074254,0.682402,0.8815426,0.054815825,0.880858,0.17896065,1.0
0.75529706,0.5658311,0.3329224,0.95850974,0.8414333,0.2855572,0.20268315,0.35899052,0.33211583,0.15975718,1.0
0.93740755,0.887625,0.87484497,0.4557113,0.78960013,0.36035767,0.8605988,0.90644497,0.5382999,0.47619224,0.0
0.53269905,0.23812222,0.09185868,0.38692,0.7840746,0.6817518,0.8408727,0.45146826,0.12427198,0.5226252,1.0
0.03949001,0.43086842,0.20141686,0.84424794,0.1289259,0.47463742,0.38513768,0.8453851,0.5616247,0.47495463,0.0
0.596194,0.2321411,0.5213835,0.35003754,0.10891794,0.7914986,0.3607954,0.2789112,0.00056961743,0.038004488,0.0
0.25184447,0.3295303,0.6991276,0.36845607,0.7965249,0.5871662,0.35056704,0.15739745,0.0013694094,0.38311428,0.0
0.4067203,0.36389124,0.80240405,0.09555528,0.11490222,0.2334633,0.51373273,0.7259014,0.90366375,0.26709482,0.0
0.12779935,0.5092145,0.2995924,0.98449206,0.039842512,0.19089504,0.75355875,0.38637757,0.56223816,0.8154518,1.0
0.6668632,0.60355103,0.6818236,0.06424466,0.097799264,0.60754895,0.36784434,0.9957142,0.82065904,0.92647845,1.0
0.1804633,0.6247303,0.027877415,0.7351423,0.04222165,0.67407954,0.21236885,0.591191,0.2759747,0.022402814,0.0
0.68553704,0.44865915,0.72423065,0.0562845,0.5302034,0.054266393,0.14384705,0.7844133,0.22867231,0.093323514,1.0
0.14180872,0.14143221,0.8438239,0.5899425,0.79234904,0.2572191,0.6263408,0.8989076,0.5339555,0.87073404,0.0
0.21804571,0.9669267,0.07969249,0.76110834,0.20171882,0.1168877,0.55902594,0.3170223,0.22251995,0.4391233,0.0
0.98842144,0.63267756,0.27860296,0.9859022,0.27916667,0.71965164,0.2633328,0.7743065,0.64398414,0.5727069,1.0
0.45889488,0.24284326,0.6094272,0.87434757,0.031305414,0.7326697,0.8799225,0.6168878,0.25843063,0.35147506,1.0
0.7488048,0.36682236,0.008073156,0.1055183,0.28534037,0.3931698,0.36432472,0.8064277,0.22158274,0.4103133,1.0
0.81422687,0.7934373,0.2052253,0.364073,0.15631315,0.09009999,0.5541932,0.31949225,0.5136892,0.5879099,0.0
0.6061923,0.9407652,0.23464923,0.8980853,0.05130866,0.03038284,0.10876807,0.64368916,0.5302935,0.16212319,0.0
0.14790495,0.5294293,0.9590059,0.18273,0.25912952,0.120583296,0.59460187,0.9267693,0.23801515,0.47242126,0.0
0.9076145,0.7082831,0.52828664,0.6393068,0.73083955,0.72847843,0.4849771,0.281476,0.2061746,0.91861385,1.0
0.058246695,0.33707315,0.6900501,0.60006905,0.4332186,0.10423286,0.13952805,0.6965229,0.4836966,0.33955073,0.0
0.37479353,0.428686,0.6830566,0.6009478,0.07048298,0.15747786,0.07055569,0.034590125,0.7760049,0.8509589,1.0
0.41617784,0.9688408,0.8635977,0.86038506,0.3671844,0.95434713,0.74892986,0.35369244,0.88883287,0.0041123,0.0
0.571591,0.5201728,0.08178994,0.8623565,0.28171116,0.37635008,0.47515342,0.8169348,0.59493804,0.5639572,0.0
0.36237758,0.27968466,0.47812024,0.25573352,0.33951142,0.44037634,0.84350085,0.93051064,0.82974136,0.52569973,1.0
0.71155727,0.3352086,0.45919693,0.94048965,0.35494748,0.17298567,0.47209406,0.65259165,0.12651426,0.12210142,0.0
0.3036949,0.9076491,0.6746039,0.22193415,0.60348755,0.6602398,0.52305466,0.7593825,0.024738988,0.19111723,0.0
0.9663717,0.49774,0.076514795,0.30817968,0.0017723861,0.57941425,0.9994782,0.5900995,0.6100729,0.3277266,0.0
0.23703255,0.5081566,0.8997862,0.009751104,0.5696508,0.42851108,0.6211793,0.839958,0.4490439,0.21768278,0.0
0.376607,0.15055138,0.08489922,0.37587634,0.62569857,0.26283532,0.91568416,0.6889513,0.68631345,0.6917107,0.0
0.0016844983,0.81300676,0.9176086,0.019397983,0.598294,0.6765758,0.19624259,0.83821124,0.6258314,0.22505507,1.0
0.96719015,0.21586563,0.6785878,0.47388977,0.72328484,0.09775913,0.9525453,0.20448904,0.22038394,0.5540285,1.0
0.34973326,0.44212967,0.037098497,0.23488444,0.7735331,0.9022152,0.23347744,0.773349,0.028946694,0.044724282,0.0
0.39300922,0.14791115,0.16613857,0.627397,0.85816425,0.77896726,0.33649382,0.87521595,0.8413459,0.5242117,0.0
0.47587606,0.05846242,0.15052506,0.0854132,0.5267725,0.6766385,0.618782,0.8728852,0.65870243,0.8297077,1.0
0.14042519,0.17164807,0.91841227,0.35470468,0.21699877,0.91206926,0.9701045,0.63776964,0.3883386,0.6883858,1.0
0.015557877,0.14471228,0.36871445,0.8322245,0.3043159,0.057871893,0.37873527,0.24125415,0.056059938,0.39892426,1.0
0.3514214,0.73384,0.063204825,0.37905446,0.3424335,0.6468215,0.8879208,0.14298978,0.8162537,0.6097234,0.0
0.029242694,0.7668887,0.537688,0.79992884,0.40886804,0.6655028,0.1988042,0.19184457,0.3402624,0.51944053,0.0
0.7165268,0.66680485,0.82134455,0.4263969,0.91252923,0.109167725,0.1872033,0.68371755,0.25377268,0.16459055,1.0
0.88649374,0.068400845,0.9914711,0.8625893,0.86825776,0.6287131,0.22485568,0.79809153,0.053800564,0.58211535,0.0
0.43915963,0.75040686,0.023768133,0.3867855,0.4770944,0.15235923,0.41472018,0.9104777,0.46863422,0.2517762,1.0
0.53233504,0.060842436,0.29426855,0.78363675,0.64191425,0.023984851,0.569876,0.21734008,0.9757498,0.783687,1.0
0.1279081,0.38554567,0.48996964,0.18237172,0.70428383,0.84137875,0.0044645956,0.13322338,0.28346285,0.98411024,1.0
0.40452787,0.17025197,0.12092712,0.90135616,0.8102441,0.6193006,0.5396957,0.7771538,0.31815055,0.63985467,1.0
0.73684543,0.5756487,0.16873196,0.9859048,0.81119555,0.49062693,0.6199702,0.760076,0.45858517,0.7391162,0.0
0.7729279,0.45900738,0.18776813,0.59776706,0.55428886,0.5004937,0.058582023,0.7775632,0.53870827,0.43065146,0.0
0.81489223,0.19688469,0.27168137,0.63972706,0.39005804,0.3030693,0.25461593,0.4857308,0.7755369,0.805326,1.0
0.7905697,0.8856453,0.05074183,0.98221684,0.4264615,0.1929821,0.9700228,0.8251823,0.92972356,0.5231537,0.0
0.7477419,0.519464,0.5394501,0.95150095,0.738357,0.5667778,0.39273527,0.16432764,0.115730375,0.29966614,0.0
0.69280434,0.19155262,0.13146214,0.07775737,0.8462494,0.24118982,0.20085046,0.39085388,0.6294862,0.5862598,1.0
0.92365783,0.68197215,0.56197155,0.71159816,0.66372347,0.76747835,0.5724263,0.8072908,0.9000573,0.6964768,1.0
0.35761985,0.27997825,0.6371857,0.63142914,0.023910563,0.7471094,0.22187449,0.054490164,0.15319921,0.6567809,0.0
0.52305466,0.8469377,0.10625275,0.82951665,0.6509179,0.21492955,0.73690563,0.7413333,0.10800158,0.2664468,0.0
0.6388649,0.38057467,0.76524496,0.53604245,0.8569971,0.11102602,0.73374677,0.46463996,0.51939094,0.28404555,0.0
0.26906314,0.18980381,0.37334567,0.23898785,0.18972808,0.9617959,0.44741428,0.67812234,0.37414816,0.56979376,0.0
0.4992021,0.6126881,0.7227287,0.6639092,0.7621034,0.14630441,0.09403114,0.33889943,0.48182786,0.22440259,0.0
0.77322453,0.719556,0.9135789,0.7289602,0.10714532,0.66499484,0.41205934,0.25961477,0.6019514,0.30219015,1.0
0.5308563,0.5759774,0.5290669,0.0106865205,0.3487389,0.79046226,0.34689564,0.5093795,0.3466321,0.19923791,1.0
0.19975346,0.7488596,0.62795264,0.932057,0.42100465,0.63656723,0.46853957,0.47393787,0.85408735,0.45430276,0.0
0.9281668,0.62050724,0.0854243,0.06798292,0.9823142,0.39935938,0.58745885,0.43158606,0.15889643,0.1255517,0.0
0.21269615,0.6053378,0.5465336,0.32858843,0.04417424,0.32402804,0.39830333,0.7564238,0.737484,0.2214081,0.0
0.22767395,0.62788284,0.6517764,0.56110275,0.11197138,0.28572014,0.03170321,0.7615942,0.8065034,0.9204806,0.0
0.08791557,0.906213,0.9184252,0.997706,0.7778886,0.26263782,0.26455888,0.68821687,0.6797327,0.6603292,0.0
0.35312086,0.51979727,0.3014975,0.59679073,0.77240217,0.69869626,0.43250534,0.5247284,0.7724185,0.2328529,1.0
0.2212986,0.4849868,0.49413648,0.023472749,0.5819463,0.41774142,0.5763797,0.91482365,0.33311808,0.107835844,1.0
0.2065187,0.30653706,0.8634701,0.5490743,0.9950821,0.285032,0.068726815,0.30118814,0.99259496,0.74309915,1.0
0.91506135,0.59484476,0.27536345,0.95443135,0.22915645,0.39711404,0.2933878,0.643459,0.41800973,0.9571082,1.0
0.9674201,0.096914016,0.9283331,0.79799604,0.71233743,0.362786,0.67955726,0.81066644,0.8304247,0.80577564,1.0
0.3200236,0.185013,0.5437754,0.25422603,0.7849852,0.044669986,0.42540854,0.77858806,0.080559105,0.6869792,1.0
0.23106326,0.12739389,0.30788687,0.019336248,0.6300225,0.33290887,0.9937112,0.09783935,0.8948843,0.49795774,1.0
0.11770072,0.85611737,0.11104556,0.6458593,0.24521756,0.44911754,0.5730199,0.91967547,0.28451377,0.38769484,0.0
0.19959576,0.34362164,0.12581183,0.5480834,0.55923164,0.62337315,0.23035239,0.43235564,0.041429088,0.040256687,1.0
0.30946285,0.48914295,0.69297403,0.7586735,0.401781,0.7556064,0.72760403,0.6324742,0.14162976,0.287244,0.0
0.5338768,0.81393194,0.40331382,0.9670662,0.66540056,0.31305563,0.5614341,0.37507367,0.91198117,0.048347194,0.0
0.22891554,0.09656653,0.8056197,0.19107941,0.7428474,0.5615965,0.830216,0.9949488,0.1542368,0.15041733,0.0
